game_id,game_date,away,home,final_away_total,final_home_total,target_team,target_side,confidence,profile_type,lean_summary,confidence_context,signal_away,signal_home,signal_gap,core_area_split,core_area_leader,core_gap,away_core_wins,home_core_wins,neutral_core_areas,team_comp_away_count,team_comp_home_count,team_comp_neutral_count,team_comp_decisive_count,team_comp_total_visible,edge_strength,edge_score,signal_alignment_code,signal_alignment_label,model_result,predicted_team,actual_winner,learning_label,ranking_available,ranking_as_of_date,ranking_window_type,ranking_max_data_lag_days,ranking_away_metric_count,ranking_home_metric_count,ranking_source_data_dates,core_area_leaders_json
20251215_MIA@PIT,2025-12-15,MIA,PIT,15,28,PIT edge,home,Low,coin_flip_profile,"This matchup is close overall, with a slight lean toward PIT","Core Areas are nearly even, limiting confidence",0,8,8,2-3,neutral,0.043,2,3,0,0,5,0,5,5,strong,1.0,mixed,Mixed signals — not all signals agreed,Correct,PIT,PIT,Model aligned with outcome,True,2025-12-14,regular_season_to_date,7,55,52,2025-12-07,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Field Control (Special Teams)"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""home""}"
20251221_ATL@ARI,2025-12-21,ATL,ARI,26,19,ATL edge,away,Medium,confirmed_edge,ATL holds the broader matchup edge,Core Areas support the same side as the signal lean,5,2,3,2-1,away,0.116,2,1,1,3,2,0,5,5,low,0.2,strong,All signals agreed,Correct,ATL,ATL,Model aligned with outcome,True,2025-12-20,regular_season_to_date,9,52,52,"2025-12-11,2025-12-14","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""neutral"", ""Scoring Efficiency"": ""home""}"
20251221_NE@BAL,2025-12-21,NE,BAL,28,24,NE edge,away,High,confirmed_edge,NE holds the broader matchup edge,Core Areas support the same side as the signal lean,7,0,7,4-1,away,0.213,4,1,0,5,0,0,5,5,strong,1.0,strong,All signals agreed,Correct,NE,NE,Model aligned with outcome,True,2025-12-20,regular_season_to_date,6,52,55,2025-12-14,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251225_DET@MIN,2025-12-25,DET,MIN,10,23,DET edge,away,High,confirmed_edge,DET holds the broader matchup edge,Core Areas support the same side as the signal lean,8,3,5,3-1,away,0.315,3,1,0,4,1,0,5,5,strong,0.6,mixed,Mixed signals — not all signals agreed,Incorrect,DET,MIN,Model miss — learning opportunity logged,True,2025-12-22,regular_season_to_date,1,52,52,2025-12-21,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20251228_JAX@IND,2025-12-28,JAX,IND,23,17,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,2-2,neutral,0.06,2,2,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,JAX,Neutral — model avoided low-confidence scenario,True,2025-12-27,regular_season_to_date,6,52,52,"2025-12-21,2025-12-22","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20260104_BAL@PIT,2026-01-04,BAL,PIT,24,26,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,3,5,2,3-2,away,0.146,3,2,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,PIT,Neutral — model avoided low-confidence scenario,True,2026-01-03,regular_season_to_date,7,55,52,"2025-12-27,2025-12-28","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Field Control (Special Teams)"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260104_DET@CHI,2026-01-04,DET,CHI,19,16,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,6,4,2,2-1,away,0.141,2,1,1,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,DET,Neutral — model avoided low-confidence scenario,True,2026-01-03,regular_season_to_date,9,52,52,"2025-12-25,2025-12-28","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""neutral"", ""Scoring Efficiency"": ""away""}"
20260104_IND@HOU,2026-01-04,IND,HOU,30,38,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,4,1,2-2,neutral,0.079,2,2,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,HOU,Neutral — model avoided low-confidence scenario,True,2026-01-03,regular_season_to_date,7,52,52,"2025-12-27,2025-12-28","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260104_KC@LV,2026-01-04,KC,LV,12,14,KC edge,away,High,confirmed_edge,KC holds the broader matchup edge,Core Areas support the same side as the signal lean,9,2,7,4-0,away,0.583,4,0,0,5,0,0,5,5,strong,1.0,mixed,Mixed signals — not all signals agreed,Incorrect,KC,LV,Model miss — learning opportunity logged,True,2026-01-03,regular_season_to_date,9,52,52,"2025-12-25,2025-12-28","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260110_GB@CHI,2026-01-10,GB,CHI,27,31,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,3,5,2,1-2,neutral,0.038,1,2,1,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,CHI,Neutral — model avoided low-confidence scenario,True,2026-01-04,regular_season_to_date,0,52,52,2026-01-04,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""neutral""}"
20260110_LAR@CAR,2026-01-10,LAR,CAR,34,31,LAR edge,away,High,confirmed_edge,LAR holds the broader matchup edge,Core Areas support the same side as the signal lean,9,0,9,4-0,away,0.659,4,0,0,5,0,0,5,5,strong,1.0,strong,All signals agreed,Correct,LAR,LAR,Model aligned with outcome,True,2026-01-04,regular_season_to_date,1,52,52,"2026-01-03,2026-01-04","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260111_BUF@JAX,2026-01-11,BUF,JAX,27,24,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,3-1,away,0.091,3,1,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,BUF,Neutral — model avoided low-confidence scenario,True,2026-01-04,regular_season_to_date,0,52,52,2026-01-04,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260111_LAC@NE,2026-01-11,LAC,NE,3,16,NE edge,home,High,confirmed_edge,NE holds the broader matchup edge,Core Areas support the same side as the signal lean,2,8,6,0-4,home,0.276,0,4,0,1,4,0,5,5,strong,0.6,mixed,Mixed signals — not all signals agreed,Correct,NE,NE,Model aligned with outcome,True,2026-01-04,regular_season_to_date,0,52,52,2026-01-04,"{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20260111_SF@PHI,2026-01-11,SF,PHI,23,19,PHI edge,home,Low,split_profile,"PHI shows a slight signal lean, but the broader profile is mixed","Core Areas are split, limiting confidence",2,7,5,2-3,home,0.209,2,3,0,2,3,0,5,5,low,0.2,mixed,Mixed signals — not all signals agreed,Incorrect,PHI,SF,Model miss — learning opportunity logged,True,2026-01-04,regular_season_to_date,1,52,55,"2026-01-03,2026-01-04","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Field Control (Special Teams)"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260112_HOU@PIT,2026-01-12,HOU,PIT,30,6,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,2-2,neutral,0.004,2,2,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,HOU,Neutral — model avoided low-confidence scenario,True,2026-01-04,regular_season_to_date,0,52,52,2026-01-04,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""home""}"
20260117_BUF@DEN,2026-01-17,BUF,DEN,30,33,BUF edge,away,Low,coin_flip_profile,"This matchup is close overall, with a slight lean toward BUF","Core Areas are nearly even, limiting confidence",8,1,7,2-2,neutral,0.004,2,2,0,4,1,0,5,5,strong,0.6,strong,All signals agreed,Incorrect,BUF,DEN,Model miss — learning opportunity logged,True,2026-01-12,regular_plus_postseason_to_date,8,52,52,"2026-01-04,2026-01-11","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260117_SF@SEA,2026-01-17,SF,SEA,6,41,SEA edge,home,Low,coin_flip_profile,"This matchup is close overall, with a slight lean toward SEA","Core Areas are nearly even, limiting confidence",2,9,7,2-2,neutral,0.023,2,2,0,2,3,0,5,5,low,0.2,strong,All signals agreed,Correct,SEA,SEA,Model aligned with outcome,True,2026-01-12,regular_plus_postseason_to_date,9,52,52,"2026-01-03,2026-01-11","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260118_HOU@NE,2026-01-18,HOU,NE,16,28,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,6,2,2-2,neutral,0.046,2,2,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,NE,Neutral — model avoided low-confidence scenario,True,2026-01-17,regular_plus_postseason_to_date,6,52,52,"2026-01-11,2026-01-12","{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
20260118_LAR@CHI,2026-01-18,LAR,CHI,20,17,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,5,4,1,4-0,away,0.482,4,0,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,LAR,Neutral — model avoided low-confidence scenario,True,2026-01-17,regular_plus_postseason_to_date,7,52,52,2026-01-10,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260125_LAR@SEA,2026-01-25,LAR,SEA,27,31,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,4,0,3-1,away,0.186,3,1,0,2,3,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,SEA,Neutral — model avoided low-confidence scenario,True,2026-01-18,regular_plus_postseason_to_date,1,52,52,"2026-01-17,2026-01-18","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260125_NE@DEN,2026-01-25,NE,DEN,10,7,NE edge,away,Medium,confirmed_edge,NE holds the broader matchup edge,Core Areas support the same side as the signal lean,7,3,4,3-1,away,0.136,3,1,0,2,3,0,5,5,low,0.2,strong,All signals agreed,Correct,NE,NE,Model aligned with outcome,True,2026-01-18,regular_plus_postseason_to_date,1,52,52,"2026-01-17,2026-01-18","{""Defensive Control"": ""home"", ""Disruption and Turnovers"": ""away"", ""Offensive Output"": ""away"", ""Scoring Efficiency"": ""away""}"
20260208_SEA@NE,2026-02-08,SEA,NE,29,13,None,,Low,no_clear_edge,No strong directional edge,Signals are not separated enough to support a clear lean,4,5,1,1-3,neutral,0.007,1,3,0,3,2,0,5,5,low,0.2,not_applicable,No pick — signals were mixed and did not support a confident prediction,No Pick,None,SEA,Neutral — model avoided low-confidence scenario,True,2026-01-25,regular_plus_postseason_to_date,0,52,52,2026-01-25,"{""Defensive Control"": ""away"", ""Disruption and Turnovers"": ""home"", ""Offensive Output"": ""home"", ""Scoring Efficiency"": ""home""}"
